Item_1,Item_2,Item_3,Item_4,Item_5,Item_6,Item_7,Item_8,Item_9,Item_10
Baguette,Hot chocolate,0,0,0,0,0,0,0,0
Sandwich,Medialuna,Coffee,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Tea,Coffee,Soup,0,0,0,0,0,0,0
Medialuna,Bread,0,0,0,0,0,0,0,0
Chicken Stew,0,0,0,0,0,0,0,0,0
Tea,Spanish Brunch,Coffee,0,0,0,0,0,0,0
Coffee,Muffin,Soup,0,0,0,0,0,0,0
Tea,Cake,Soup,0,0,0,0,0,0,0
Sandwich,Muffin,Bread,0,0,0,0,0,0,0
Sandwich,Coffee,Bread,0,0,0,0,0,0,0
Baguette,Bread,0,0,0,0,0,0,0,0
Jam,Pastry,Bread,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Pastry,0,0,0,0,0,0,0,0,0
Cake,0,0,0,0,0,0,0,0,0
Spanish Brunch,Chicken Stew,0,0,0,0,0,0,0,0
Farm House,Bread,0,0,0,0,0,0,0,0
Tea,Cake,0,0,0,0,0,0,0,0
Tea,Medialuna,0,0,0,0,0,0,0,0
Tea,Cookies,Coffee,0,0,0,0,0,0,0
Coffee,Muffin,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Pastry,Hot chocolate,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Cookies,Bread,0,0,0,0,0,0,0,0
Toast,Coffee,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Pastry,Coffee,Juice,0,0,0,0,0,0,0
Cookies,Coffee,Muffin,0,0,0,0,0,0,0
Pastry,Bread,0,0,0,0,0,0,0,0
Medialuna,0,0,0,0,0,0,0,0,0
Farm House,0,0,0,0,0,0,0,0,0
Tea,Spanish Brunch,The Nomad,Bread,0,0,0,0,0,0
Medialuna,Coffee,0,0,0,0,0,0,0,0
Farm House,Scandinavian,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Cookies,Coffee,Bread,0,0,0,0,0,0,0
Coffee,Juice,0,0,0,0,0,0,0,0
Medialuna,Coffee,Bread,0,0,0,0,0,0,0
Toast,Coffee,0,0,0,0,0,0,0,0
Pastry,Coffee,0,0,0,0,0,0,0,0
Farm House,0,0,0,0,0,0,0,0,0
Bread,Coffee,Muffin,Cake,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Coffee,Muffin,0,0,0,0,0,0,0,0
Sandwich,0,0,0,0,0,0,0,0,0
Pastry,Hot chocolate,Coffee,Cake,0,0,0,0,0,0
Scone,Coffee,Bread,0,0,0,0,0,0,0
Tea,Medialuna,Coffee,Cake,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Tea,Soup,0,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Sandwich,Coffee,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Truffles,Soup,0,0,0,0,0,0,0,0
Truffles,Soup,0,0,0,0,0,0,0,0
Chicken Stew,Coffee,0,0,0,0,0,0,0,0
Soup,0,0,0,0,0,0,0,0,0
Soup,0,0,0,0,0,0,0,0,0
Truffles,Spanish Brunch,Sandwich,Juice,0,0,0,0,0,0
Cookies,0,0,0,0,0,0,0,0,0
Muffin,Bread,0,0,0,0,0,0,0,0
Tea,Brownie,Coffee,0,0,0,0,0,0,0
Tea,0,0,0,0,0,0,0,0,0
Tea,Extra Salami or Feta,Coffee,Soup,0,0,0,0,0,0
Baguette,0,0,0,0,0,0,0,0,0
Tea,Muffin,Bread,Soup,0,0,0,0,0,0
Sandwich,Coffee,Soup,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Tea,0,0,0,0,0,0,0,0,0
Tea,0,0,0,0,0,0,0,0,0
Tea,0,0,0,0,0,0,0,0,0
Scone,Coffee,0,0,0,0,0,0,0,0
Cookies,Coffee,Muffin,0,0,0,0,0,0,0
Cookies,Bread,0,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Scone,Hot chocolate,Soup,0,0,0,0,0,0,0
Scone,Coffee,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Cookies,Bread,0,0,0,0,0,0,0,0
Juice,Scone,Cake,Toast,Bread,0,0,0,0,0
Tea,Hot chocolate,Cake,0,0,0,0,0,0,0
Tea,Bakewell,Soup,0,0,0,0,0,0,0
Cake,Brownie,Cookies,Coffee,Bread,Bakewell,0,0,0,0
Coffee,Cake,0,0,0,0,0,0,0,0
Cookies,Coffee,Cake,0,0,0,0,0,0,0
Tea,Cookies,Coffee,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Juice,Farm House,Medialuna,Brownie,Pastry,Coffee,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Pastry,Alfajores,Coffee,Bread,0,0,0,0,0,0
Scone,0,0,0,0,0,0,0,0,0
Scone,Pastry,0,0,0,0,0,0,0,0
Pastry,Coffee,0,0,0,0,0,0,0,0
Eggs,Bread,0,0,0,0,0,0,0,0
Toast,Coffee,0,0,0,0,0,0,0,0
Tea,0,0,0,0,0,0,0,0,0
Baguette,Bread,0,0,0,0,0,0,0,0
Farm House,0,0,0,0,0,0,0,0,0
Medialuna,Bread,0,0,0,0,0,0,0,0
Baguette,Farm House,0,0,0,0,0,0,0,0
Tea,The Nomad,Coffee,0,0,0,0,0,0,0
Juice,Hot chocolate,Pastry,Coffee,Bakewell,0,0,0,0,0
Baguette,Coffee,Bakewell,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Pastry,Coffee,0,0,0,0,0,0,0,0
Hot chocolate,Coffee,Muffin,0,0,0,0,0,0,0
Scandinavian,0,0,0,0,0,0,0,0,0
Tea,Toast,Coffee,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Medialuna,Bread,0,0,0,0,0,0,0,0
Tea,Coffee,0,0,0,0,0,0,0,0
Cookies,Coffee,0,0,0,0,0,0,0,0
Frittata,Pastry,Vegan mincepie,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Coffee,Muffin,0,0,0,0,0,0,0,0
Medialuna,0,0,0,0,0,0,0,0,0
Cake,0,0,0,0,0,0,0,0,0
Juice,Scone,Smoothies,Frittata,Brownie,Coffee,Bread,0,0,0
Bakewell,Coffee,Bread,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Focaccia,Bread,0,0,0,0,0,0,0,0
Tea,The Nomad,Coffee,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Baguette,Bread,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Tea,0,0,0,0,0,0,0,0,0
Medialuna,Coffee,0,0,0,0,0,0,0,0
Juice,0,0,0,0,0,0,0,0,0
Brownie,Hot chocolate,Coffee,0,0,0,0,0,0,0
Medialuna,Coffee,0,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Brownie,Bread,0,0,0,0,0,0,0,0
Scone,Coffee,0,0,0,0,0,0,0,0
Tea,Scone,Hot chocolate,0,0,0,0,0,0,0
Sandwich,Extra Salami or Feta,Salad,Coffee,0,0,0,0,0,0
Jam,Cake,0,0,0,0,0,0,0,0
Brownie,Hot chocolate,Scone,Bread,0,0,0,0,0,0
Cake,Bread,Bakewell,0,0,0,0,0,0,0
Coffee,Muffin,Bread,Cake,0,0,0,0,0,0
Scone,Hot chocolate,0,0,0,0,0,0,0,0
Jam,Scone,Bread,0,0,0,0,0,0,0
Scone,Hot chocolate,0,0,0,0,0,0,0,0
Scandinavian,0,0,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Coffee,Bread,0,0,0,0,0,0,0,0
Frittata,Coffee,Bread,0,0,0,0,0,0,0
Focaccia,Bread,0,0,0,0,0,0,0,0
Bread,Gingerbread syrup,0,0,0,0,0,0,0,0
Coffee,Bread,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Tea,Bread,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Spanish Brunch,Toast,Coffee,Juice,0,0,0,0,0,0
Focaccia,Bread,0,0,0,0,0,0,0,0
Sandwich,Frittata,Salad,Coffee,Bread,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Tea,Brownie,0,0,0,0,0,0,0,0
Sandwich,0,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Sandwich,Chicken Stew,Tea,Bread,0,0,0,0,0,0
Sandwich,Coffee,Soup,0,0,0,0,0,0,0
Tea,Bread,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Valentines card,0,0,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Scandinavian,Cake,0,0,0,0,0,0,0,0
Focaccia,0,0,0,0,0,0,0,0,0
Mineral water,Scandinavian,Frittata,Jam,Extra Salami or Feta,Salad,Bread,0,0,0
Hot chocolate,0,0,0,0,0,0,0,0,0
Coke,Cake,0,0,0,0,0,0,0,0
Tea,Scone,0,0,0,0,0,0,0,0
Tea,0,0,0,0,0,0,0,0,0
Brownie,Cake,0,0,0,0,0,0,0,0
Brownie,0,0,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Coffee,Bread,0,0,0,0,0,0,0,0
Tea,Scone,Coffee,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Tea,Muffin,0,0,0,0,0,0,0,0
Tea,Hot chocolate,Medialuna,0,0,0,0,0,0,0
Hot chocolate,Coffee,Bread,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Tea,Coffee,Bread,0,0,0,0,0,0,0
Tea,Coffee,0,0,0,0,0,0,0,0
Tea,Sandwich,Juice,Cake,Cookies,Coffee,Bakewell,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Pastry,Bread,0,0,0,0,0,0,0,0
Baguette,Brownie,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Pastry,Cookies,Coffee,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Hot chocolate,Coffee,Bread,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Pastry,Coffee,0,0,0,0,0,0,0,0
Tea,0,0,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Pastry,Muffin,0,0,0,0,0,0,0,0
Tea,Coffee,Soup,0,0,0,0,0,0,0
Brownie,Cookies,0,0,0,0,0,0,0,0
Baguette,0,0,0,0,0,0,0,0,0
Baguette,0,0,0,0,0,0,0,0,0
Farm House,0,0,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Medialuna,Coffee,Cookies,0,0,0,0,0,0,0
Farm House,0,0,0,0,0,0,0,0,0
Granola,Coffee,Bread,0,0,0,0,0,0,0
Spanish Brunch,Coffee,0,0,0,0,0,0,0,0
Baguette,Bread,Cake,0,0,0,0,0,0,0
Farm House,The Nomad,Coffee,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Juice,0,0,0,0,0,0,0,0,0
Spanish Brunch,Extra Salami or Feta,Coffee,0,0,0,0,0,0,0
Pastry,Granola,Bread,0,0,0,0,0,0,0
Pastry,Coffee,Bread,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Brownie,0,0,0,0,0,0,0,0,0
Spanish Brunch,Coffee,Smoothies,0,0,0,0,0,0,0
Pastry,Scone,Coffee,Bread,0,0,0,0,0,0
Sandwich,Cake,Hot chocolate,Toast,Coffee,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Pastry,Coffee,Bread,0,0,0,0,0,0,0
Tea,Hot chocolate,Alfajores,Medialuna,0,0,0,0,0,0
Tea,Bread,0,0,0,0,0,0,0,0
Sandwich,Juice,Truffles,Scone,Medialuna,Coffee,0,0,0,0
Sandwich,Medialuna,Coffee,Bread,0,0,0,0,0,0
Frittata,Pastry,Coffee,Bread,0,0,0,0,0,0
Frittata,Bread,0,0,0,0,0,0,0,0
Sandwich,Coffee,Soup,0,0,0,0,0,0,0
Sandwich,Salad,Coffee,0,0,0,0,0,0,0
Salad,0,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Jam,Fudge,0,0,0,0,0,0,0,0
Tea,Hot chocolate,Medialuna,Cake,0,0,0,0,0,0
Hot chocolate,Chicken Stew,Toast,Bakewell,0,0,0,0,0,0
Tea,Pastry,Coffee,0,0,0,0,0,0,0
Baguette,Cookies,Cake,0,0,0,0,0,0,0
Tea,Chicken Stew,Cake,Bread,0,0,0,0,0,0
Bakewell,Spanish Brunch,Hot chocolate,Coffee,Bread,0,0,0,0,0
Medialuna,0,0,0,0,0,0,0,0,0
Tea,Scone,Medialuna,Cake,Coffee,0,0,0,0,0
Medialuna,Coffee,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Pastry,0,0,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Pastry,Bread,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Pastry,0,0,0,0,0,0,0,0,0
Pastry,Coffee,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Jam,Farm House,Scandinavian,0,0,0,0,0,0,0
Cookies,Coffee,0,0,0,0,0,0,0,0
Pastry,Coffee,0,0,0,0,0,0,0,0
Sandwich,0,0,0,0,0,0,0,0,0
Cookies,Coffee,0,0,0,0,0,0,0,0
Pastry,Coffee,0,0,0,0,0,0,0,0
Coffee,Bread,0,0,0,0,0,0,0,0
Coffee,Bread,Soup,0,0,0,0,0,0,0
Jam,Juice,Bread,Fudge,0,0,0,0,0,0
Baguette,0,0,0,0,0,0,0,0,0
Soup,0,0,0,0,0,0,0,0,0
Soup,0,0,0,0,0,0,0,0,0
Chicken Stew,0,0,0,0,0,0,0,0,0
Tea,Coffee,0,0,0,0,0,0,0,0
Sandwich,Coke,Bread,Soup,0,0,0,0,0,0
Soup,0,0,0,0,0,0,0,0,0
Hot chocolate,Coffee,Cake,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Pastry,0,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Farm House,0,0,0,0,0,0,0,0,0
Toast,Coffee,0,0,0,0,0,0,0,0
Coffee,Cake,0,0,0,0,0,0,0,0
Coffee,Bread,0,0,0,0,0,0,0,0
Hot chocolate,Cake,0,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Tea,Hot chocolate,Cookies,0,0,0,0,0,0,0
Hot chocolate,0,0,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Scandinavian,0,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Toast,Bread,0,0,0,0,0,0,0,0
Brownie,Bread,0,0,0,0,0,0,0,0
Pastry,Bread,0,0,0,0,0,0,0,0
Tea,Sandwich,0,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Coffee,Bread,0,0,0,0,0,0,0,0
Coffee,Juice,0,0,0,0,0,0,0,0
Spanish Brunch,Coffee,Cake,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Baguette,Brownie,Coffee,0,0,0,0,0,0,0
Pastry,Coffee,Cake,0,0,0,0,0,0,0
Hot chocolate,Coffee,0,0,0,0,0,0,0,0
Farm House,0,0,0,0,0,0,0,0,0
Tea,Toast,0,0,0,0,0,0,0,0
Tea,Pastry,Coffee,0,0,0,0,0,0,0
Pastry,Bread,0,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Tea,Sandwich,Bread,0,0,0,0,0,0,0
Farm House,Cookies,0,0,0,0,0,0,0,0
Tea,Bakewell,Cake,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Baguette,Cookies,0,0,0,0,0,0,0,0
Spanish Brunch,Cookies,Coffee,Cake,0,0,0,0,0,0
Tea,Sandwich,Coffee,Cake,0,0,0,0,0,0
Coffee,Cake,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Baguette,0,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Salad,Coke,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Soup,0,0,0,0,0,0,0,0,0
Sandwich,Coffee,0,0,0,0,0,0,0,0
Brownie,0,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Coke,Chicken Stew,Juice,0,0,0,0,0,0,0
Baguette,0,0,0,0,0,0,0,0,0
Tea,Coffee,Soup,0,0,0,0,0,0,0
Sandwich,Cookies,Coffee,Tea,0,0,0,0,0,0
Coke,0,0,0,0,0,0,0,0,0
Toast,Coffee,Cake,0,0,0,0,0,0,0
The Nomad,Cake,0,0,0,0,0,0,0,0
Coffee,Bread,0,0,0,0,0,0,0,0
Tea,Cake,Hot chocolate,Pastry,Cookies,0,0,0,0,0
Tea,Coffee,Cake,0,0,0,0,0,0,0
Tea,Bread,0,0,0,0,0,0,0,0
Brownie,0,0,0,0,0,0,0,0,0
Cookies,Coffee,Cake,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Coffee,Bread,0,0,0,0,0,0,0,0
Pastry,Bread,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Toast,Coffee,Bread,0,0,0,0,0,0,0
Farm House,0,0,0,0,0,0,0,0,0
Coffee,Bread,Cake,0,0,0,0,0,0,0
Hot chocolate,Bread,0,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Coffee,Bread,0,0,0,0,0,0,0,0
Coffee,Cake,0,0,0,0,0,0,0,0
Coffee,Cake,0,0,0,0,0,0,0,0
Sandwich,Toast,Bread,0,0,0,0,0,0,0
Medialuna,Coffee,0,0,0,0,0,0,0,0
Tea,Alfajores,Coffee,Bread,Bakewell,0,0,0,0,0
Coffee,Bread,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Coffee,Bread,0,0,0,0,0,0,0,0
Coffee,Bread,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Baguette,0,0,0,0,0,0,0,0,0
Pastry,0,0,0,0,0,0,0,0,0
Pastry,Bread,0,0,0,0,0,0,0,0
Baguette,Bread,0,0,0,0,0,0,0,0
Tea,Pastry,Coffee,Bread,0,0,0,0,0,0
Bread,Cake,0,0,0,0,0,0,0,0
Sandwich,Coke,0,0,0,0,0,0,0,0
Coke,Cake,0,0,0,0,0,0,0,0
Pastry,Hot chocolate,Coffee,Bread,0,0,0,0,0,0
Tea,Spanish Brunch,Chicken Stew,Cookies,0,0,0,0,0,0
Cake,0,0,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Sandwich,Bread,0,0,0,0,0,0,0,0
Sandwich,Coffee,Bread,0,0,0,0,0,0,0
Coffee,Cake,0,0,0,0,0,0,0,0
Extra Salami or Feta,Granola,Coffee,0,0,0,0,0,0,0
Coffee,Juice,Soup,0,0,0,0,0,0,0
Sandwich,0,0,0,0,0,0,0,0,0
Baguette,0,0,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Alfajores,Hot chocolate,Coffee,0,0,0,0,0,0,0
Tea,Coffee,Bread,0,0,0,0,0,0,0
Cookies,Coffee,Cake,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Tea,Cookies,Bread,0,0,0,0,0,0,0
Coffee,Vegan mincepie,Cake,0,0,0,0,0,0,0
Hot chocolate,Coffee,Bread,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Juice,Brownie,Alfajores,Cookies,Coffee,0,0,0,0,0
Tea,Cookies,Truffles,0,0,0,0,0,0,0
Coke,Coffee,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Toast,Coffee,Bread,0,0,0,0,0,0,0
Coffee,Bread,0,0,0,0,0,0,0,0
Cookies,0,0,0,0,0,0,0,0,0
Coffee,Bread,0,0,0,0,0,0,0,0
Farm House,0,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Cookies,Coffee,0,0,0,0,0,0,0,0
Baguette,0,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Alfajores,0,0,0,0,0,0,0,0,0
Tea,Juice,Hot chocolate,Brownie,Pastry,Coffee,0,0,0,0
Coffee,Bread,0,0,0,0,0,0,0,0
Coffee,Cake,0,0,0,0,0,0,0,0
Coffee,Cake,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Tea,Cake,Juice,Bread,0,0,0,0,0,0
Tea,Sandwich,Juice,Cookies,Bread,0,0,0,0,0
Cake,Bread,0,0,0,0,0,0,0,0
Hot chocolate,Alfajores,Coke,0,0,0,0,0,0,0
Cake,0,0,0,0,0,0,0,0,0
Sandwich,0,0,0,0,0,0,0,0,0
Tea,Pastry,Cake,0,0,0,0,0,0,0
Farm House,Coffee,Bread,Soup,0,0,0,0,0,0
Sandwich,Bread,0,0,0,0,0,0,0,0
Tea,Mineral water,Cake,Soup,0,0,0,0,0,0
Sandwich,Chicken Stew,Coffee,Bread,0,0,0,0,0,0
Medialuna,0,0,0,0,0,0,0,0,0
Jam,Scandinavian,0,0,0,0,0,0,0,0
Cake,0,0,0,0,0,0,0,0,0
Juice,Farm House,Spanish Brunch,Extra Salami or Feta,Salad,Coffee,Bare Popcorn,0,0,0
Bare Popcorn,0,0,0,0,0,0,0,0,0
Valentines card,0,0,0,0,0,0,0,0,0
Tea,Sandwich,Cake,Bread,0,0,0,0,0,0
Tea,Chicken Stew,Spanish Brunch,Alfajores,Fudge,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Pastry,Coffee,Bread,0,0,0,0,0,0,0
Alfajores,Bread,0,0,0,0,0,0,0,0
Cookies,Coffee,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Alfajores,Coffee,Juice,Cake,0,0,0,0,0,0
Hot chocolate,0,0,0,0,0,0,0,0,0
Sandwich,Coke,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Baguette,0,0,0,0,0,0,0,0,0
Cookies,Coffee,Juice,Bread,0,0,0,0,0,0
Coffee,Cake,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Toast,Bread,0,0,0,0,0,0,0,0
Tea,Toast,Cake,Bread,0,0,0,0,0,0
Toast,Bread,0,0,0,0,0,0,0,0
Cookies,0,0,0,0,0,0,0,0,0
Toast,Coffee,0,0,0,0,0,0,0,0
Pastry,Bread,0,0,0,0,0,0,0,0
Hot chocolate,Medialuna,Bread,0,0,0,0,0,0,0
Farm House,0,0,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Farm House,Gingerbread syrup,0,0,0,0,0,0,0,0
Pastry,Alfajores,Coffee,Bread,0,0,0,0,0,0
Sandwich,Baguette,Coffee,0,0,0,0,0,0,0
Medialuna,Coffee,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Scandinavian,0,0,0,0,0,0,0,0,0
Cookies,Bread,0,0,0,0,0,0,0,0
Coke,0,0,0,0,0,0,0,0,0
Pastry,Medialuna,0,0,0,0,0,0,0,0
Tea,Toast,Coffee,0,0,0,0,0,0,0
Alfajores,0,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Coffee,Bread,0,0,0,0,0,0,0,0
Sandwich,Coffee,Bread,0,0,0,0,0,0,0
Alfajores,Coffee,0,0,0,0,0,0,0,0
Juice,Truffles,Scone,Pastry,Coffee,Bread,0,0,0,0
Scandinavian,Bread,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Tea,Soup,0,0,0,0,0,0,0,0
Truffles,Soup,0,0,0,0,0,0,0,0
Tea,Scone,Soup,0,0,0,0,0,0,0
Truffles,Sandwich,0,0,0,0,0,0,0,0
Coffee,Soup,0,0,0,0,0,0,0,0
Cake,0,0,0,0,0,0,0,0,0
Soup,0,0,0,0,0,0,0,0,0
Toast,Coffee,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Tea,Bread,0,0,0,0,0,0,0,0
Toast,Chicken Stew,Coffee,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Sandwich,Coffee,Cake,0,0,0,0,0,0,0
Cake,0,0,0,0,0,0,0,0,0
Cookies,Bread,0,0,0,0,0,0,0,0
Sandwich,Mineral water,Juice,Truffles,Hot chocolate,Coffee,0,0,0,0
Sandwich,Coffee,0,0,0,0,0,0,0,0
Coffee,Bread,0,0,0,0,0,0,0,0
Tea,Coffee,Bread,0,0,0,0,0,0,0
Afternoon with the baker,0,0,0,0,0,0,0,0,0
Tea,Cookies,0,0,0,0,0,0,0,0
Coffee,Soup,0,0,0,0,0,0,0,0
Coffee,Soup,0,0,0,0,0,0,0,0
Farm House,0,0,0,0,0,0,0,0,0
Coffee,Cake,0,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Tea,Coffee,0,0,0,0,0,0,0,0
Eggs,Bread,0,0,0,0,0,0,0,0
Baguette,Scandinavian,0,0,0,0,0,0,0,0
Coffee,Bread,0,0,0,0,0,0,0,0
Scone,Coffee,0,0,0,0,0,0,0,0
Alfajores,Hot chocolate,Eggs,Coffee,0,0,0,0,0,0
Tea,Bread,0,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Cake,0,0,0,0,0,0,0,0,0
Baguette,Pastry,0,0,0,0,0,0,0,0
Toast,Coffee,0,0,0,0,0,0,0,0
Extra Salami or Feta,Coffee,0,0,0,0,0,0,0,0
Pastry,Bread,0,0,0,0,0,0,0,0
Scandinavian,0,0,0,0,0,0,0,0,0
Pastry,Coffee,0,0,0,0,0,0,0,0
Cookies,Coffee,0,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Farm House,0,0,0,0,0,0,0,0,0
Farm House,Cake,0,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
